POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LATITUDE,LONGITUDE
209-00600,-,0,Yellow,SS,N,N,SFMTA,ON,0,60,09TH ST,447000,Area 2,,37.77631531,-122.4149778
686-03290,-,0,Yellow,SS,N,N,SFMTA,ON,0,329,TURK ST,12719000,Area 2,,37.7825986,-122.415137
500-07450,-,0,Grey,SS,N,N,SFMTA,ON,0,745,JACKSON ST,7378000,Area 2,,37.7958054,-122.4080644
664-10030,-,0,Yellow,SS,N,N,SFMTA,ON,0,1003,STOCKTON ST,12206000,Area 2,,37.7950516,-122.4081805
664-10280,-,0,Yellow,SS,N,N,SFMTA,ON,0,1028,STOCKTON ST,12206000,Area 2,,37.7956854,-122.4081399
380-06070,-,0,Yellow,SS,N,N,SFMTA,ON,0,607,DAVIS ST,4609000,Area 2,,37.7980988,-122.3986165
210-00220,-,0,Grey,SS,N,N,SFMTA,ON,0,22,10TH ST,481000,Area 2,,37.7759715,-122.4169316
210-00320,-,0,Grey,SS,N,N,SFMTA,ON,0,32,10TH ST,481000,Area 2,,37.7758174,-122.4167384
705-14350,-,0,Grey,SS,N,N,SFMTA,ON,0,1435,VALLEJO ST,13107000,Area 3,,37.7969137,-122.4214176
218-34240,-,0,Grey,SS,Y,N,SFMTA,ON,0,3424,18TH ST,879000,Area 5,Mission,37.7618262,-122.4204318
217-32080,-,0,Grey,SS,N,N,SFMTA,ON,0,3208,17TH ST,795000,Area 5,Mission,37.7635943,-122.4177873
218-34500,-,0,Grey,SS,Y,N,SFMTA,ON,0,3450,18TH ST,880000,Area 5,Mission,37.7617691,-122.4213769
221-31480,-,0,Grey,SS,N,N,SFMTA,ON,0,3148,21ST ST,1108000,Area 5,Mission,37.7570949,-122.4186911
221-32310,-,0,Grey,SS,Y,N,SFMTA,ON,0,3231,21ST ST,1111000,Area 5,Mission,37.7569088,-122.4202268
222-31210,-,0,Grey,SS,N,N,SFMTA,ON,0,3121,22ND ST,1189000,Area 5,Mission,37.7554601,-122.4174473
219-34450,-,0,Grey,SS,Y,N,SFMTA,ON,0,3445,19TH ST,974000,Area 5,Mission,37.7600778,-122.421039
219-34460,-,0,Grey,SS,Y,N,SFMTA,ON,0,3446,19TH ST,974000,Area 5,Mission,37.7601677,-122.4211018
220-34440,-,0,Grey,SS,N,N,SFMTA,ON,0,3444,20TH ST,1055000,Area 5,Mission,37.7587044,-122.4186392
222-32480,-,0,Yellow,SS,Y,N,SFMTA,ON,0,3248,22ND ST,1192000,Area 5,Mission,37.7553726,-122.4207326
661-00780,-,0,Yellow,SS,N,N,SFMTA,ON,0,78,STEVENSON ST,12165000,Area 5,Downtown,37.7892794,-122.4002838
201-02520,-,0,Grey,SS,Y,N,SFMTA,ON,0,252,01ST ST,110000,Area 5,Downtown,37.7874789,-122.3948533
201-02570,-,0,Grey,SS,Y,N,SFMTA,ON,0,257,01ST ST,110000,Area 5,Downtown,37.7875302,-122.3946128
685-11010,-,0,Grey,SS,N,N,SFMTA,ON,0,1101,TREAT AVE,12690000,Area 3,,37.7524769,-122.4129294
568-19010,-,0,Grey,SS,N,N,SFMTA,ON,0,1901,MISSION ST,9115000,Area 5,Mission,37.7665633,-122.4197262
444-02060,-,0,Yellow,SS,N,N,SFMTA,ON,0,206,GRANT AVE,6384001,Area 5,Downtown,37.7889385,-122.4051978
444-02110,444-02005,11,Red,MS,Y,N,SFMTA,ON,0,211,GRANT AVE,6384002,Area 5,Downtown,37.7890196,-122.4053482
470-03020,-,0,Grey,SS,N,N,SFMTA,ON,0,302,HOWARD ST,7031000,Area 5,Downtown,37.7898505,-122.3944882
470-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,HOWARD ST,7031000,Area 5,Downtown,37.7897737,-122.3945858
470-03210,-,0,Yellow,SS,N,N,SFMTA,ON,0,321,HOWARD ST,7031000,Area 5,Downtown,37.78938729,-122.394789
568-21080,-,0,Grey,SS,Y,N,SFMTA,ON,0,2108,MISSION ST,9117000,Area 5,Mission,37.7631504,-122.4195762
720-06140,-,0,Grey,SS,N,N,SFMTA,ON,0,614,WASHINGTON ST,13410000,Area 5,Downtown,37.7954911,-122.4040676
350-05220,-,0,Red,SS,N,N,SFMTA,ON,0,522,CALIFORNIA ST,3530000,Area 5,Downtown,37.7928197,-122.4035812
350-06160,-,0,Grey,SS,N,N,SFMTA,ON,0,616,CALIFORNIA ST,3532000,Area 5,Downtown,37.7926358,-122.4050492
350-06320,-,0,Grey,SS,N,N,SFMTA,ON,0,632,CALIFORNIA ST,3532000,Area 5,Downtown,37.7925691,-122.4055718
464-03310,-,0,Yellow,SS,Y,N,SFMTA,ON,0,331,HAYES ST,6815000,Area 5,Civic Center,37.77688121,-122.4225086
443-05180,-,0,Grey,SS,Y,N,SFMTA,ON,0,518,GOUGH ST,6321000,Area 5,Civic Center,37.7783772,-122.4231938
443-05200,-,0,Grey,SS,Y,N,SFMTA,ON,0,520,GOUGH ST,6321000,Area 5,Civic Center,37.7784323,-122.4232049
471-07690,-,0,Grey,SS,N,N,SFMTA,ON,0,769,HARRISON ST,6718000,Area 5,South Embarcadero,37.7810338,-122.3991414
203-03330,-,0,Grey,SS,Y,N,SFMTA,ON,0,333,03RD ST,170000,Area 5,South Embarcadero,37.78339,-122.3982851
203-06520,-,0,Grey,SS,Y,N,SFMTA,ON,0,652,03RD ST,179000,Area 5,South Embarcadero,37.7791137,-122.3932321
681-01130,-,0,Grey,SS,N,N,SFMTA,ON,0,113,TAYLOR ST,12427000,Area 1,,37.7836494,-122.410939
691-20040,-,0,Grey,SS,N,N,SFMTA,ON,0,2004,UNION ST,12870000,Area 3,,37.7975382,-122.4324476
440-04050,-,0,Grey,SS,N,N,SFMTA,ON,0,405,GEARY ST,6111000,Area 1,,37.7870474,-122.4101811
440-17160,-,0,Grey,SS,Y,N,SFMTA,ON,0,1716,GEARY BLVD,6041202,Area 5,Fillmore,37.784691,-122.4319346
540-15070,-,0,Grey,SS,Y,N,SFMTA,ON,0,1507,LAGUNA ST,7963000,Area 5,Fillmore,37.7853441,-122.4281284
614-16180,-,0,Green,SS,Y,N,SFMTA,ON,0,1618,POST ST,10644000,Area 5,Fillmore,37.7857529,-122.4288716
384-05150,-,0,Grey,SS,N,N,SFMTA,ON,0,515,DIVISADERO ST,4802101,Area 3,,37.7744637,-122.437801
384-05200,-,0,Yellow,SS,N,N,SFMTA,ON,0,520,DIVISADERO ST,4802201,Area 3,,37.7747003,-122.4376301
110-03920,-,0,Grey,SS,N,N,SFMTA,ON,0,392,10TH AVE,464000,Area 3,,37.7811684,-122.4685204
110-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,10TH AVE,465000,Area 3,,37.78042148,-122.4686053
320-01060,-,0,Green,SS,N,N,SFMTA,ON,0,106,BACON ST,2580000,Area 3,,37.7276069,-122.4039256
335-00280,-,0,Grey,SS,N,N,SFMTA,ON,0,28,BURROWS ST,3404000,Area 3,,37.7289349,-122.4039392
203-46170,-,0,Grey,SS,N,N,SFMTA,ON,0,4617,03RD ST,210101,Area 3,,37.7358382,-122.3901853
663-15290,-,0,Grey,SS,Y,N,SFMTA,ON,0,1529,STEINER ST,12133000,Area 5,Fillmore,37.7838487,-122.4345732
214-03330,-,0,Grey,SS,N,N,SFMTA,ON,0,333,14TH ST,588000,Area 3,,37.7681376,-122.4213211
470-14441,470-14440,1,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3,,37.7732979,-122.4154551
211-02230,-,0,Grey,SS,N,N,SFMTA,ON,0,223,11TH ST,513000,Area 3,,37.7726698,-122.4148869
725-03430,-,0,Grey,SS,N,N,SFMTA,ON,0,343,WEST PORTAL AVE,13579101,Area 3,,37.7372739,-122.4697099
725-03620,-,0,Grey,SS,N,N,SFMTA,ON,0,362,WEST PORTAL AVE,13579201,Area 3,,37.7371578,-122.470209
725-03780,-,0,Green,SS,N,N,SFMTA,ON,0,378,WEST PORTAL AVE,13579201,Area 3,,37.7369179,-122.4704533
208-00530,-,0,Grey,SS,N,N,SFMTA,ON,0,53,08TH ST,405000,Area 2,,37.7777647,-122.4133961
701-08130,-,0,Grey,SS,N,N,SFMTA,ON,0,813,VAN NESS AVE,13150101,Area 3,,37.7831962,-122.4210421
470-05620,-,0,Grey,SS,Y,N,SFMTA,ON,0,562,HOWARD ST,7033000,Area 5,Downtown,37.7875322,-122.397432
470-05840,-,0,Yellow,SS,Y,N,SFMTA,ON,0,584,HOWARD ST,7033000,Area 5,Downtown,37.7871045,-122.397975
568-21160,-,0,Grey,SS,Y,N,SFMTA,ON,0,2116,MISSION ST,9118000,Area 5,Mission,37.7628639,-122.4195488
568-21340,-,0,Grey,SS,Y,N,SFMTA,ON,0,2134,MISSION ST,9119000,Area 5,Mission,37.7623516,-122.4194997
568-21500,-,0,Grey,SS,Y,N,SFMTA,ON,0,2150,MISSION ST,9119000,Area 5,Mission,37.7619352,-122.4194599
666-01180,-,0,Yellow,SS,N,N,SFMTA,ON,0,118,SUTTER ST,12318001,Area 5,Downtown,37.7900104,-122.4028317
666-01400,-,0,Yellow,SS,N,N,SFMTA,ON,0,140,SUTTER ST,12318002,Area 5,Downtown,37.7899075,-122.4036393
568-22240,-,0,Grey,SS,Y,N,SFMTA,ON,0,2224,MISSION ST,9120000,Area 5,Mission,37.7610661,-122.4193766
590-00480,590-00008,48,Grey,MS,Y,N,SFMTA,ON,0,48,OAK ST,9750000,Area 5,Civic Center,37.7753465,-122.4205695
214-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,14TH ST,583000,Area 3,,37.7684144,-122.4185628
667-12050,-,0,Grey,SS,N,N,SFMTA,ON,0,1205,SOUTH VAN NESS AVE,12030000,Area 5,Mission,37.7537798,-122.416294
612-03220,612-03004,22,Grey,MS,Y,N,SFMTA,ON,0,322,POLK ST,10549000,Area 5,Civic Center,37.7796783,-122.4183442
657-24200,-,0,Grey,SS,N,N,SFMTA,ON,0,2420,SAN BRUNO AVE,11373000,Area 3,,37.7318867,-122.4054375
701-01150,701-01003,15,Grey,MS,Y,N,SFMTA,ON,0,115,VAN NESS AVE,13144101,Area 5,Civic Center,37.7768813,-122.4197665
650-32280,-,0,Grey,SS,N,N,SFMTA,ON,0,3228,SACRAMENTO ST,11264000,Area 3,,37.78828,-122.446676
650-33260,-,0,Grey,SS,N,N,SFMTA,ON,0,3326,SACRAMENTO ST,11265000,Area 3,,37.7881066,-122.448038
490-18040,-,0,Grey,SS,N,N,SFMTA,ON,0,1804,IRVING ST,7296000,Area 3,,37.7636252,-122.4774927
680-05290,-,0,Grey,SS,N,N,SFMTA,ON,0,529,TARAVAL ST,12391000,Area 3,,37.7431159,-122.4723043
680-07110,-,0,Grey,SS,N,N,SFMTA,ON,0,711,TARAVAL ST,12393000,Area 3,,37.7430447,-122.4739263
569-20120,-,0,Yellow,SS,N,N,SFMTA,ON,0,2012,MARKET ST,8762201,Area 3,,37.7692695,-122.4269265
571-09110,-,0,Grey,SS,N,N,SFMTA,ON,0,911,MONTGOMERY ST,9309000,Area 2,,37.7976841,-122.4038115
591-25290,-,0,Grey,SS,N,N,SFMTA,ON,0,2529,OCEAN AVE,9847000,Area 3,,37.7314065,-122.472829
591-25450,-,0,Grey,SS,N,N,SFMTA,ON,0,2545,OCEAN AVE,9847000,Area 3,,37.7315166,-122.4730741
591-26080,-,0,Grey,SS,N,N,SFMTA,ON,0,2608,OCEAN AVE,9848000,Area 3,,37.7318488,-122.4733923
569-21140,-,0,Grey,SS,N,N,SFMTA,ON,0,2114,MARKET ST,8764201,Area 3,,37.7671961,-122.4295486
593-07410,-,0,Yellow,SS,N,N,SFMTA,ON,0,741,OFARRELL ST,9733000,Area 3,,37.7851402,-122.4176478
340-00041,340-00040,1,Grey,MS,Y,N,SFMTA,ON,0,4,BLUXOME ST,2993000,Area 5,South Embarcadero,37.7776497,-122.3959288
891-00010,891-00001,1,Purple,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,37.7704174,-122.3860965
680-18120,-,0,Grey,SS,N,N,SFMTA,ON,0,1812,TARAVAL ST,12404000,Area 3,,37.7426854,-122.4858604
444-02480,-,0,Red,SS,N,N,SFMTA,ON,0,248,GRANT AVE,6386000,Area 5,Downtown,37.789344,-122.4052813
568-20130,-,0,Grey,SS,Y,N,SFMTA,ON,0,2013,MISSION ST,9116000,Area 5,Mission,37.7646053,-122.4195333
202-03420,-,0,Red,SS,Y,N,SFMTA,ON,0,342,02ND ST,139000,Area 5,South Embarcadero,37.7846307,-122.3957122
472-00010,-,0,Grey,SS,N,N,SFMTA,ON,0,1,HYDE ST,7112000,Area 5,Civic Center,37.77896561,-122.4150392
691-22130,-,0,Grey,SS,N,N,SFMTA,ON,0,2213,UNION ST,12872000,Area 3,,37.796968,-122.4359514
201-00050,-,0,Red,SS,N,N,SFMTA,ON,0,5,01ST ST,100000,Area 5,Downtown,37.7908454,-122.3988034
542-02120,-,0,Green,SS,Y,N,SFMTA,ON,0,212,LARKIN ST,8122000,Area 5,Civic Center,37.7799586,-122.4167374
201-02010,-,0,Yellow,SS,Y,N,SFMTA,ON,0,201,01ST ST,107000,Area 5,Downtown,37.7884694,-122.3957865
650-06330,-,0,Red,SS,N,N,SFMTA,ON,0,633,SACRAMENTO ST,11227000,Area 5,Downtown,37.793576,-122.4042089
614-00070,-,0,Yellow,SS,N,N,SFMTA,ON,0,7,POST ST,10624001,Area 5,Downtown,37.789005,-122.4023463
470-12240,-,0,Grey,SS,N,N,SFMTA,ON,0,1224,HOWARD ST,7051000,Area 2,,37.775835,-122.4122382
350-07140,-,0,Grey,SS,N,N,SFMTA,ON,0,714,CALIFORNIA ST,3534000,Area 2,,37.7924617,-122.4064388
614-16240,-,0,Green,SS,Y,N,SFMTA,ON,0,1624,POST ST,10644000,Area 5,Fillmore,37.7857351,-122.4290136
350-17190,-,0,Yellow,SS,N,N,SFMTA,ON,0,1719,CALIFORNIA ST,3550000,Area 3,,37.7901894,-122.4230802
549-24020,-,0,Grey,SS,Y,N,SFMTA,ON,0,2402,LOMBARD ST,8463201,Area 5,Marina,37.7992987,-122.4411963
911-00390,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3,,37.7636794,-122.4654668
214-03010,-,0,Grey,SS,N,N,SFMTA,ON,0,301,14TH ST,585000,Area 3,,37.7682096,-122.4201293
662-03050,-,0,Grey,SS,N,N,SFMTA,ON,0,305,SAINT JOSEPHS AVE,11309000,Area 3,,37.7822995,-122.442047
568-45060,-,0,Grey,SS,N,N,SFMTA,ON,0,4506,MISSION ST,9162000,Area 3,,37.7255971,-122.4342249
681-06150,-,0,Grey,SS,N,N,SFMTA,ON,0,615,TAYLOR ST,12435000,Area 1,,37.7883875,-122.4118697
700-12220,-,0,Grey,SS,Y,N,SFMTA,ON,0,1222,VALENCIA ST,13072000,Area 5,Mission,37.7531454,-122.4208676
446-03360,446-03004,36,Grey,MS,Y,N,SFMTA,ON,0,336,GROVE ST,6556000,Area 5,Civic Center,37.7779388,-122.422728
563-05320,-,0,Grey,SS,Y,N,SFMTA,ON,0,532,MCALLISTER ST,8895000,Area 5,Civic Center,37.780006,-122.4214679
722-21230,-,0,Grey,SS,Y,N,SFMTA,ON,0,2123,WEBSTER ST,13546000,Area 5,Fillmore,37.7906487,-122.4325957
205-06622,205-06620,2,Grey,MS,Y,N,SFMTA,ON,0,662,05TH ST,307000,Area 5,South Embarcadero,37.7757278,-122.3978545
700-01511,700-01570,1,Black,MS,N,N,SFMTA,ON,0,151,VALENCIA ST,13053000,MC3,,37.7702976,-122.4222976
719-00210,-,0,Yellow,SS,N,N,SFMTA,ON,0,21,WALTER U LUM PL,13387000,Area 5,Downtown,37.7948209,-122.4058238
612-12380,-,0,Grey,SS,N,N,SFMTA,ON,0,1238,POLK ST,10566000,Area 3,,37.7885587,-122.4202
571-06190,-,0,Yellow,SS,Y,N,SFMTA,ON,0,619,MONTGOMERY ST,9304000,Area 5,Downtown,37.7952481,-122.4033248
331-04560,-,0,Yellow,SS,Y,N,SFMTA,ON,0,456,BRYANT ST,3281000,Area 5,South Embarcadero,37.7821108,-122.3949999
568-01270,-,0,Grey,SS,Y,N,SFMTA,ON,0,127,MISSION ST,9084000,Area 5,Downtown,37.7919485,-122.3946687
463-00300,-,0,Grey,SS,Y,N,SFMTA,ON,0,30,HAWTHORNE ST,6809000,Area 5,Downtown,37.7852185,-122.3985876
568-25380,-,0,Grey,SS,Y,N,SFMTA,ON,0,2538,MISSION ST,9123000,Area 5,Mission,37.7558467,-122.418877
568-25400,-,0,Grey,SS,Y,N,SFMTA,ON,0,2540,MISSION ST,9123000,Area 5,Mission,37.7557951,-122.4188721
568-26150,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2615,MISSION ST,9124000,Area 5,Mission,37.7549611,-122.4186101
568-26180,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2618,MISSION ST,9124000,Area 5,Mission,37.7548579,-122.4187823
606-03250,-,0,Yellow,SS,N,N,SFMTA,ON,0,325,PINE ST,10458001,Area 5,Downtown,37.7919476,-122.40177
658-00110,-,0,Red,SS,N,N,SFMTA,ON,0,11,SPEAR ST,12044000,Area 5,Downtown,37.7935868,-122.3952453
658-00250,-,0,Red,SS,N,N,SFMTA,ON,0,25,SPEAR ST,12044000,Area 5,Downtown,37.7934134,-122.3950278
665-01170,-,0,Yellow,SS,Y,N,SFMTA,ON,0,117,STEUART ST,12159000,Area 5,Downtown,37.7930662,-122.39283
328-01210,-,0,Red,SS,N,N,SFMTA,ON,0,121,BEALE ST,2864000,Area 5,Downtown,37.7906876,-122.3951431
418-03100,-,0,Grey,SS,N,N,SFMTA,ON,0,310,FOLSOM ST,5653000,Area 5,South Embarcadero,37.7885215,-122.3930841
418-03140,-,0,Grey,SS,N,N,SFMTA,ON,0,314,FOLSOM ST,5653000,Area 5,South Embarcadero,37.7884354,-122.3931931
418-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,FOLSOM ST,5653000,Area 5,South Embarcadero,37.7884002,-122.3932376
418-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,FOLSOM ST,5655000,Area 5,South Embarcadero,37.7877711,-122.3940341
328-02390,-,0,Grey,SS,N,N,SFMTA,ON,0,239,BEALE ST,2865000,Area 5,Downtown,37.7890682,-122.3930507
471-05230,-,0,Grey,SS,Y,N,SFMTA,ON,0,523,HARRISON ST,6712000,Area 5,South Embarcadero,37.7855692,-122.3934005
471-05360,-,0,Grey,SS,Y,N,SFMTA,ON,0,536,HARRISON ST,6712000,Area 5,South Embarcadero,37.7854121,-122.3939253
418-00650,-,0,Grey,SS,Y,N,SFMTA,ON,0,65,FOLSOM ST,5650000,Area 5,South Embarcadero,37.7904126,-122.3903819
418-00690,-,0,Grey,SS,Y,N,SFMTA,ON,0,69,FOLSOM ST,5650000,Area 5,South Embarcadero,37.7903793,-122.3904242
359-03060,-,0,Grey,SS,Y,N,SFMTA,ON,0,306,CLAY ST,4082000,Area 5,Downtown,37.7952168,-122.3994717
350-02170,-,0,Yellow,SS,N,N,SFMTA,ON,0,217,CALIFORNIA ST,3526000,Area 5,Downtown,37.7932055,-122.3993978
350-02270,-,0,Yellow,SS,N,N,SFMTA,ON,0,227,CALIFORNIA ST,3526000,Area 5,Downtown,37.79317,-122.3996763
470-00710,-,0,Grey,SS,Y,N,SFMTA,ON,0,71,HOWARD ST,7028000,Area 5,Downtown,37.7914391,-122.3922085
650-24280,-,0,Grey,SS,Y,N,SFMTA,ON,0,2428,SACRAMENTO ST,11255000,Area 5,Fillmore,37.7899778,-122.4333381
415-18160,-,0,Grey,SS,Y,N,SFMTA,ON,0,1816,FILLMORE ST,5549000,Area 5,Fillmore,37.7865624,-122.4332997
415-18250,-,0,Grey,SS,Y,N,SFMTA,ON,0,1825,FILLMORE ST,5549000,Area 5,Fillmore,37.7867669,-122.4334767
447-21460,-,0,Grey,SS,N,N,SFMTA,ON,0,2146,GREENWICH ST,6518000,Area 5,Marina,37.7990298,-122.4356856
415-30140,-,0,Green,SS,N,N,SFMTA,ON,0,3014,FILLMORE ST,5562000,Area 3,,37.7975224,-122.435499
359-17470,-,0,Grey,SS,N,N,SFMTA,ON,0,1747,CLAY ST,4106000,Area 3,,37.7921916,-122.4221367
327-14450,-,0,Grey,SS,N,N,SFMTA,ON,0,1445,BROADWAY,3169201,Area 3,,37.7958936,-122.4215248
336-11110,-,0,Grey,SS,N,N,SFMTA,ON,0,1111,BUSH ST,3441000,Area 3,,37.78920681,-122.4157368
571-09180,-,0,Grey,SS,N,N,SFMTA,ON,0,918,MONTGOMERY ST,9309000,Area 2,,37.7978988,-122.4037416
593-07320,-,0,Grey,SS,N,N,SFMTA,ON,0,732,OFARRELL ST,9733000,Area 3,,37.785296,-122.4173988
593-07420,-,0,Yellow,SS,N,N,SFMTA,ON,0,742,OFARRELL ST,9733000,Area 3,,37.7852533,-122.4177286
593-07350,-,0,Grey,SS,N,N,SFMTA,ON,0,735,OFARRELL ST,9733000,Area 3,,37.785166,-122.4174481
591-26210,-,0,Grey,SS,N,N,SFMTA,ON,0,2621,OCEAN AVE,9848000,Area 3,,37.7317773,-122.4736547
363-04030,-,0,Grey,SS,N,N,SFMTA,ON,0,403,COLUMBUS AVE,4294000,Area 3,,37.798772,-122.4081372
363-05070,-,0,Grey,SS,N,N,SFMTA,ON,0,507,COLUMBUS AVE,4295000,Area 3,,37.7997074,-122.4094841
443-04310,-,0,Grey,SS,Y,N,SFMTA,ON,0,431,GOUGH ST,6320000,Area 5,Civic Center,37.7776621,-122.4232225
464-04100,-,0,Yellow,SS,Y,N,SFMTA,ON,0,410,HAYES ST,6816000,Area 5,Civic Center,37.7768879,-122.4234313
209-03280,-,0,Grey,SS,N,N,SFMTA,ON,0,328,09TH ST,455000,Area 3,,37.7731531,-122.4110062
209-03410,-,0,Grey,SS,N,N,SFMTA,ON,0,341,09TH ST,456000,Area 3,,37.7730771,-122.4106057
209-03600,-,0,Grey,SS,N,N,SFMTA,ON,0,360,09TH ST,456000,Area 3,,37.7726305,-122.4103506
359-09150,-,0,Grey,SS,N,N,SFMTA,ON,0,915,CLAY ST,4092000,Area 3,,37.7939524,-122.4084294
359-09390,-,0,Grey,SS,N,N,SFMTA,ON,0,939,CLAY ST,4094000,Area 3,,37.7938475,-122.4092556
324-10281,324-10280,1,Black,MS,N,N,SFMTA,ON,0,1028,BATTERY ST,2766000,MC3,,37.8012371,-122.4015049
464-04230,-,0,Green,SS,Y,N,SFMTA,ON,0,423,HAYES ST,6816000,Area 5,Civic Center,37.7767179,-122.4237885
464-05230,-,0,Grey,SS,Y,N,SFMTA,ON,0,523,HAYES ST,6817000,Area 5,Civic Center,37.7764986,-122.4255069
607-33010,-,0,Green,SS,Y,N,SFMTA,ON,0,3301,PIERCE ST,10446000,Area 5,Marina,37.800506,-122.4395545
209-04320,-,0,Grey,SS,N,N,SFMTA,ON,0,432,09TH ST,457000,Area 3,,37.7717828,-122.4092874
209-04460,-,0,Grey,SS,N,N,SFMTA,ON,0,446,09TH ST,458000,Area 3,,37.77151918,-122.4089567
209-05030,-,0,Grey,SS,N,N,SFMTA,ON,0,503,09TH ST,459000,Area 3,,37.7712217,-122.4082778
380-06220,-,0,Grey,SS,N,N,SFMTA,ON,0,622,DAVIS ST,4609000,Area 2,,37.7985979,-122.398558
324-06170,-,0,Grey,SS,N,N,SFMTA,ON,0,617,BATTERY ST,2761000,Area 2,,37.7972738,-122.4008655
686-03370,-,0,Grey,SS,N,N,SFMTA,ON,0,337,TURK ST,12719000,Area 2,,37.7825734,-122.4153357
720-17110,-,0,Grey,SS,N,N,SFMTA,ON,0,1711,WASHINGTON ST,13432000,Area 3,,37.7931628,-122.4215991
209-02590,-,0,Grey,SS,N,N,SFMTA,ON,0,259,09TH ST,453000,Area 2,,37.7739539,-122.4117055
502-08020,-,0,Grey,SS,N,N,SFMTA,ON,0,802,JONES ST,7575000,Area 2,,37.788746,-122.4134875
210-02030,-,0,Grey,SS,N,N,SFMTA,ON,0,203,10TH ST,487000,Area 2,,37.7739515,-122.4141061
720-08430,-,0,Grey,SS,N,N,SFMTA,ON,0,843,WASHINGTON ST,13417000,Area 2,,37.7949233,-122.4078938
370-01500,-,0,Black,SS,Y,N,SFMTA,ON,0,150,CAPP ST,3673000,Area 5,Mission,37.7637232,-122.4186385
700-14210,-,0,Grey,SS,Y,N,SFMTA,ON,0,1421,VALENCIA ST,13074000,Area 3,,37.7498963,-122.4203397
419-11070,-,0,Grey,SS,N,N,SFMTA,ON,0,1107,FRANKLIN ST,5816000,Area 3,,37.7848731,-122.422995
334-18080,-,0,Yellow,SS,Y,N,SFMTA,ON,0,1808,BUCHANAN ST,3337000,Area 5,Fillmore,37.7868885,-122.4299888
354-20180,-,0,Grey,SS,Y,N,SFMTA,ON,0,2018,CHESTNUT ST,3977000,Area 5,Marina,37.8007864,-122.4369645
354-20310,-,0,Grey,SS,Y,N,SFMTA,ON,0,2031,CHESTNUT ST,3977000,Area 5,Marina,37.8006247,-122.4372582
354-20450,-,0,Grey,SS,Y,N,SFMTA,ON,0,2045,CHESTNUT ST,3978000,Area 5,Marina,37.8005811,-122.4376025
359-24130,-,0,Grey,SS,Y,N,SFMTA,ON,0,2413,CLAY ST,4110000,Area 5,Fillmore,37.7907813,-122.4331624
691-22290,-,0,Black,SS,N,N,SFMTA,ON,0,2229,UNION ST,12872000,MC3,,37.7969152,-122.4363671
354-22340,-,0,Grey,SS,Y,N,SFMTA,ON,0,2234,CHESTNUT ST,3981000,Area 5,Marina,37.8003183,-122.4406612
326-07360,-,0,Grey,SS,Y,N,SFMTA,ON,0,736,BEACH ST,2846000,Area 5,Fisherman's Wharf,37.8065402,-122.421994
326-08110,-,0,Grey,SS,Y,N,SFMTA,ON,0,811,BEACH ST,2847000,Area 5,Fisherman's Wharf,37.8063126,-122.4226848
546-28000,-,0,Red,SS,Y,N,SFMTA,ON,0,2800,LEAVENWORTH ST,8275000,Area 5,Fisherman's Wharf,37.8070499,-122.4188786
350-36400,-,0,Grey,SS,N,N,SFMTA,ON,0,3640,CALIFORNIA ST,3571000,Area 3,,37.7863134,-122.4548187
568-50680,-,0,Grey,SS,N,N,SFMTA,ON,0,5068,MISSION ST,9177000,Area 3,,37.7171795,-122.4405923
209-00360,-,0,Yellow,SS,N,N,SFMTA,ON,0,36,09TH ST,446000,Area 2,,37.77672981,-122.4154959
593-06250,-,0,Grey,SS,N,N,SFMTA,ON,0,625,OFARRELL ST,9731000,Area 3,,37.7854294,-122.4154598
440-07320,-,0,Grey,SS,N,N,SFMTA,ON,0,732,GEARY ST,6115000,Area 3,,37.7864302,-122.4159976
440-07290,-,0,Grey,SS,N,N,SFMTA,ON,0,729,GEARY ST,6115000,Area 3,,37.7863185,-122.4159055
568-25310,-,0,Grey,SS,Y,N,SFMTA,ON,0,2531,MISSION ST,9123000,Area 5,Mission,37.7561425,-122.4187232
568-26130,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2613,MISSION ST,9124000,Area 5,Mission,37.7550233,-122.418616
204-03230,-,0,Grey,SS,N,N,SFMTA,ON,0,323,04TH ST,257000,Area 5,South Embarcadero,37.7816396,-122.4005298
563-00110,-,0,Grey,SS,N,N,SFMTA,ON,0,11,MCALLISTER ST,8888000,Area 2,,37.7810144,-122.4125249
651-12200,-,0,Grey,SS,N,N,SFMTA,ON,0,1220,SANSOME ST,11558000,Area 3,,37.80192987,-122.4028486
